domain,url_length,domain_length,has_www,count_digits,count_letters,count_hyphens,tld_length,has_contact_page,payment_credit_card,payment_modern,payment_crypto,vorkasse_only_risk,email_type,has_logo,domain_age_days,ssl_valid
bonprix.de,22,14,1,0,17,0,2,1,1,1,0,0,0,1,0,1
hugendubel.de,25,17,1,0,20,0,2,1,1,1,0,0,2,1,0,1
buecher.de,22,14,1,0,17,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
thalia.de,21,13,1,0,16,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
rewe.de,24,11,1,0,18,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
dm.de,17,9,1,0,12,0,2,0,0,0,0,0,0,1,0,1
ikea.com,23,12,1,0,17,0,3,-1,-1,-1,-1,-1,-1,-1,0,1
decathlon.de,24,16,1,0,19,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
snipes.com,22,14,1,0,17,0,3,1,1,1,0,0,0,1,0,1
mytoys.de,21,13,1,0,16,0,2,1,1,1,0,1,2,1,0,1
jako-o.com,22,14,1,0,16,1,3,1,0,0,0,0,2,1,0,1
hellofresh.de,25,17,1,0,20,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
berge-und-meer.de,29,21,1,0,22,2,2,1,1,0,0,0,2,1,0,1
hornbach.de,23,15,1,0,18,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
obi.de,18,10,1,0,13,0,2,1,1,1,0,0,0,1,0,1
toom.de,19,11,1,0,14,0,2,1,1,1,0,0,0,1,0,1
wayfair.de,22,14,1,0,17,0,2,1,0,0,0,0,2,1,0,1
home24.de,21,13,1,2,14,0,2,0,0,0,0,0,0,1,0,1
moebel.de,21,13,1,0,16,0,2,1,0,0,0,0,0,1,0,1
xxxlutz.de,22,14,1,0,17,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
schecker.de,23,15,1,0,18,0,2,1,1,1,0,1,2,1,0,1
zooplus.de,22,14,1,0,17,0,2,1,1,1,0,0,0,1,0,1
fressnapf.de,24,16,1,0,19,0,2,1,1,1,0,0,0,1,0,1
reichelt.de,23,15,1,0,18,0,2,1,0,1,0,0,2,1,0,1
euronics.de,23,15,1,0,18,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
mindfactory.de,26,18,1,0,21,0,2,0,0,0,0,0,2,1,0,1
computeruniverse.net,32,24,1,0,27,0,3,-1,-1,-1,-1,-1,-1,-1,0,1
consumer.huawei.com,34,23,1,0,27,0,3,0,0,0,0,0,0,0,0,0
samsung.com,26,15,1,0,20,0,3,1,0,0,0,0,0,1,0,1
snipes.com,22,14,1,0,17,0,3,1,1,1,0,0,0,1,0,1
outfittery.de,25,17,1,0,20,0,2,1,0,0,0,0,0,1,0,1
nike.com,23,12,1,0,17,0,3,1,0,0,0,0,0,1,0,1
adidas.de,21,13,1,0,16,0,2,0,0,0,0,0,0,1,0,1
shop.mango.com,25,14,0,0,19,0,3,0,0,0,0,0,0,0,0,1
uniqlo.com,25,14,1,0,19,0,3,0,0,0,0,0,0,1,0,1
arket.com,24,13,1,0,18,0,3,0,0,0,0,0,0,0,0,1
tom-tailor.eu,25,17,1,0,19,1,2,1,1,1,0,0,2,1,0,1
soliver.de,22,14,1,0,17,0,2,1,1,1,0,0,0,1,0,1
zara.com,23,12,1,0,17,0,3,0,0,0,0,0,0,0,0,1
hugoboss.com,24,16,1,0,19,0,3,1,0,0,0,0,0,1,0,1
peek-cloppenburg.de,31,23,1,0,25,1,2,-1,-1,-1,-1,-1,-1,-1,0,1
humanic.net,26,15,1,0,20,0,3,1,0,1,0,0,0,1,0,1
asos.com,23,12,1,0,17,0,3,1,1,1,0,0,0,1,0,0
limango.de,22,14,1,0,17,0,2,1,0,0,0,0,2,1,0,1
vertbaudet.de,25,17,1,0,20,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
jacadi.de,21,13,1,0,16,0,2,0,0,0,0,0,0,0,0,1
sisley.com,22,14,1,0,17,0,3,0,0,0,0,0,0,1,0,1
hoeffner.de,23,15,1,0,18,0,2,1,1,1,0,0,2,1,0,1
segmueller.de,25,17,1,0,20,0,2,1,1,1,0,1,2,1,0,1
poco.de,19,11,1,0,14,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
sconto.de,21,13,1,0,16,0,2,1,1,1,0,0,2,1,0,1
obi.de,18,10,1,0,13,0,2,1,1,1,0,0,0,1,0,1
hornbach.de,23,15,1,0,18,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
bauhaus.info,24,16,1,0,19,0,4,-1,-1,-1,-1,-1,-1,-1,0,1
hagebau.de,22,14,1,0,17,0,2,1,1,1,0,0,2,1,0,1
dehner.de,21,13,1,0,16,0,2,1,1,1,0,0,2,1,0,1
toom.de,19,11,1,0,14,0,2,1,1,1,0,0,0,1,0,1
xxxlutz.de,22,14,1,0,17,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
deubaxxl.de,23,15,1,0,18,0,2,1,1,1,0,1,0,1,0,1
feinkost-kaefer.de,30,22,1,0,24,1,2,1,1,1,0,0,2,1,0,1
1001lights.com,26,18,1,4,17,0,3,1,0,0,0,0,2,1,0,1
lampenwelt.de,25,17,1,0,20,0,2,1,1,1,0,1,2,1,0,1
thalia.de,21,13,1,0,16,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
hugendubel.de,25,17,1,0,20,0,2,1,1,1,0,0,2,1,0,1
buecher.de,22,14,1,0,17,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
jpc.de,18,10,1,0,13,0,2,1,1,1,0,1,2,1,0,1
musik-produktiv.de,30,22,1,0,24,1,2,1,1,1,0,1,0,1,0,1
atu.de,18,10,1,0,13,0,2,1,1,1,0,0,0,1,0,1
gamestop.de,23,15,1,0,18,0,2,0,0,0,0,0,2,1,0,1
gleisdreieck.de,27,19,1,0,22,0,2,0,0,0,0,0,0,0,0,0
parfumdreams.de,27,19,1,0,22,0,2,1,1,1,0,0,2,1,0,1
asambeauty.com,26,18,1,0,21,0,3,1,0,0,0,0,2,1,0,1
idee-shop.com,25,17,1,0,19,1,3,1,1,1,0,1,2,1,0,1
dm.de,17,9,1,0,12,0,2,0,0,0,0,0,0,1,0,1
rossmann.de,23,15,1,0,18,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
windeln.de,22,14,1,0,17,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
baby-walz.de,24,16,1,0,18,1,2,1,1,1,0,1,2,1,0,1
babyone.de,22,14,1,0,17,0,2,1,1,1,0,0,2,1,0,1
babymarkt.de,24,16,1,0,19,0,2,1,1,1,0,1,2,1,0,1
zooplus.de,22,14,1,0,17,0,2,1,1,1,0,0,0,1,0,1
fressnapf.de,24,16,1,0,19,0,2,1,1,1,0,0,0,1,0,1
bitiba.de,21,13,1,0,16,0,2,1,1,1,0,1,0,1,0,1
footlocker.de,25,17,1,0,20,0,2,1,0,0,0,0,0,1,0,1
deichmann.com,25,17,1,0,20,0,3,1,1,1,0,0,0,1,0,1
globetrotter.de,27,19,1,0,22,0,2,1,1,1,0,0,2,1,0,1
chasin-nc.com,25,17,1,0,19,1,3,0,0,0,0,0,0,0,0,0
hellofresh.de,25,17,1,0,20,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
kaufland.de,23,15,1,0,18,0,2,-1,-1,-1,-1,-1,-1,-1,0,1
mytime.de,21,13,1,0,16,0,2,1,1,1,0,0,2,1,0,1
kaefer-shop.de,26,18,1,0,20,1,2,0,0,0,0,0,0,0,0,0
bueroshop24.de,26,18,1,2,19,0,2,1,0,0,0,0,0,0,0,1
office-discount.de,30,22,1,0,24,1,2,1,0,0,0,0,0,0,0,1
thomann.de,22,14,1,0,17,0,2,1,1,1,0,1,0,1,0,1
